t,x,speed
3,108,0.0
3,109,0.0
3,110,0.0
3,111,0.0
3,112,0.0
3,113,0.0
3,114,0.0
3,115,0.0
3,116,0.0
3,117,0.0
3,118,0.0
3,119,0.0
4,0,0.0
4,1,0.0
4,2,0.0
4,3,0.0
4,4,0.0
4,5,0.0
4,6,0.0
4,7,0.0
4,8,0.0
4,9,0.0
4,10,0.0
4,11,0.0
4,12,0.0
4,13,0.0
4,14,0.0
4,15,0.0
4,16,0.0
4,17,0.0
4,18,0.0
4,19,0.0
4,20,0.0
4,21,0.0
4,22,0.0
4,23,0.0
4,24,0.0
4,25,0.0
4,26,0.0
4,27,0.0
4,28,0.0
4,29,0.0
4,30,0.0
4,31,0.0
4,32,0.0
4,33,0.0
4,34,0.0
4,35,0.0
4,36,0.0
4,37,0.0
4,38,0.0
4,39,0.0
4,40,0.0
4,41,0.0
4,42,0.0
4,43,0.0
4,44,0.0
4,45,106.2484359741211
4,46,106.2428207397461
4,47,106.23892974853516
4,48,106.23352813720703
4,49,106.22721862792969
4,50,106.22000885009766
4,51,99.35494995117188
4,52,99.14877319335938
4,53,98.94219970703125
4,54,98.73609924316406
4,55,0.0
4,56,0.0
4,57,0.0
4,58,0.0
4,59,0.0
4,60,0.0
4,61,0.0
4,62,0.0
4,63,0.0
4,64,0.0
4,65,0.0
4,66,0.0
4,67,0.0
4,68,0.0
4,69,0.0
4,70,0.0
4,71,0.0
4,72,0.0
4,73,0.0
4,74,0.0
4,75,0.0
4,76,0.0
4,77,0.0
4,78,0.0
4,79,0.0
4,80,0.0
4,81,0.0
4,82,0.0
4,83,0.0
4,84,0.0
4,85,0.0
4,86,0.0
4,87,0.0
4,88,0.0
4,89,0.0
4,90,0.0
4,91,0.0
4,92,0.0
4,93,0.0
4,94,0.0
4,95,0.0
4,96,0.0
4,97,0.0
4,98,0.0
4,99,0.0
4,100,0.0
4,101,0.0
4,102,0.0
4,103,0.0
4,104,0.0
4,105,0.0
4,106,0.0
4,107,84.8084945678711
4,108,84.14797973632812
4,109,83.71221923828125
4,110,0.0
4,111,0.0
4,112,0.0
4,113,0.0
4,114,0.0
4,115,0.0
4,116,0.0
4,117,0.0
4,118,0.0
4,119,0.0
5,0,0.0
5,1,0.0
5,2,0.0
5,3,0.0
5,4,0.0
5,5,0.0
5,6,0.0
5,7,0.0
5,8,0.0
5,9,0.0
5,10,0.0
5,11,0.0
5,12,0.0
5,13,0.0
5,14,0.0
5,15,0.0
5,16,0.0
5,17,0.0
5,18,0.0
5,19,0.0
5,20,0.0
5,21,0.0
5,22,0.0
5,23,0.0
5,24,0.0
5,25,0.0
5,26,0.0
5,27,0.0
5,28,0.0
5,29,0.0
5,30,0.0
5,31,0.0
5,32,0.0
5,33,0.0
5,34,0.0
5,35,0.0
5,36,0.0
5,37,0.0
5,38,0.0
5,39,0.0
5,40,0.0
5,41,0.0
5,42,0.0
5,43,99.47019958496094
5,44,99.44711303710938
5,45,99.42332458496094
5,46,99.3994140625
5,47,0.0
5,48,0.0
5,49,0.0
5,50,0.0
5,51,106.21022033691406
5,52,106.19955444335938
5,53,106.1825942993164
5,54,106.15938568115234
5,55,106.13562774658203
5,56,106.09630584716797
5,57,106.04547882080078
5,58,105.9948501586914
5,59,105.9157485961914
5,60,105.81884002685547
5,61,105.7262954711914
5,62,0.0
5,63,0.0
5,64,0.0
5,65,0.0
5,66,0.0
5,67,0.0
5,68,0.0
5,69,0.0
5,70,0.0
5,71,0.0
5,72,0.0
5,73,0.0
5,74,0.0
5,75,0.0
5,76,0.0
5,77,0.0
5,78,0.0
5,79,0.0
5,80,0.0
5,81,0.0
5,82,0.0
5,83,0.0
5,84,0.0
5,85,0.0
5,86,0.0
5,87,0.0
5,88,0.0
5,89,0.0
5,90,0.0
5,91,0.0
5,92,0.0
5,93,0.0
5,94,0.0
5,95,0.0
5,96,0.0
5,97,0.0
5,98,0.0
5,99,0.0
5,100,0.0
5,101,0.0
5,102,0.0
5,103,0.0
5,104,0.0
5,105,0.0
5,106,0.0
5,107,0.0
5,108,0.0
5,109,0.0
5,110,0.0
5,111,0.0
5,112,0.0
5,113,0.0
5,114,0.0
5,115,0.0
5,116,0.0
5,117,0.0
5,118,0.0
5,119,0.0
6,0,0.0
6,1,0.0
6,2,0.0
6,3,0.0
6,4,0.0
6,5,0.0
6,6,0.0
6,7,0.0
6,8,0.0
6,9,0.0
6,10,0.0
6,11,0.0
6,12,0.0
6,13,0.0
6,14,0.0
6,15,0.0
6,16,0.0
6,17,0.0
6,18,0.0
6,19,0.0
6,20,0.0
6,21,0.0
6,22,0.0
6,23,0.0
6,24,0.0
6,25,0.0
6,26,0.0
6,27,0.0
6,28,0.0
6,29,0.0
6,30,0.0
6,31,0.0
6,32,0.0
6,33,0.0
6,34,0.0
6,35,0.0
6,36,0.0
6,37,0.0
6,38,0.0
6,39,0.0
6,40,0.0
6,41,0.0
6,42,0.0
6,43,0.0
6,44,0.0
6,45,0.0
6,46,0.0
6,47,97.95328521728516
6,48,97.18525695800781
6,49,99.31969451904297
6,50,99.28245544433594
6,51,99.24862670898438
6,52,99.21058654785156
6,53,99.16908264160156
6,54,99.12238311767578
6,55,99.07050323486328
6,56,99.02528381347656
6,57,0.0
6,58,0.0
6,59,0.0
6,60,0.0
6,61,0.0
6,62,105.58855438232422
6,63,105.42823028564453
6,64,105.23983764648438
6,65,105.02571105957031
6,66,104.83412170410156
6,67,104.56764221191406
6,68,104.27532958984375
6,69,103.95354461669922
6,70,103.6069564819336
6,71,103.3117446899414
6,72,103.08084869384766
6,73,0.0
6,74,0.0
6,75,0.0
6,76,0.0
6,77,0.0
6,78,0.0
6,79,0.0
6,80,0.0
6,81,0.0
6,82,0.0
6,83,0.0
6,84,0.0
6,85,0.0
6,86,0.0
6,87,0.0
6,88,0.0
6,89,0.0
6,90,0.0
6,91,0.0
6,92,0.0
6,93,0.0
6,94,0.0
6,95,0.0
6,96,0.0
6,97,0.0
6,98,0.0
6,99,0.0
6,100,0.0
6,101,0.0
6,102,0.0
6,103,0.0
6,104,0.0
6,105,0.0
6,106,0.0
6,107,0.0
6,108,0.0
6,109,0.0
6,110,0.0
6,111,0.0
6,112,0.0
6,113,0.0
6,114,0.0
6,115,0.0
6,116,0.0
6,117,0.0
6,118,0.0
6,119,0.0
7,0,0.0
7,1,0.0
7,2,0.0
7,3,0.0
7,4,0.0
7,5,0.0
7,6,0.0
7,7,0.0
7,8,0.0
7,9,0.0
7,10,0.0
7,11,0.0
7,12,0.0
7,13,0.0
7,14,0.0
7,15,0.0
7,16,0.0
7,17,0.0
7,18,0.0
7,19,0.0
7,20,0.0
7,21,0.0
7,22,0.0
7,23,0.0
7,24,0.0
7,25,0.0
7,26,0.0
7,27,0.0
7,28,0.0
7,29,0.0
7,30,0.0
7,31,0.0
7,32,0.0
7,33,0.0
7,34,0.0
7,35,0.0
7,36,0.0
7,37,0.0
7,38,0.0
7,39,0.0
7,40,0.0
7,41,0.0
7,42,0.0
7,43,0.0
7,44,0.0
7,45,0.0
7,46,99.30289459228516
7,47,99.1330337524414
7,48,98.96163177490234
7,49,96.90286254882812
7,50,97.38761901855469
7,51,96.65238189697266
7,52,95.3946304321289
7,53,95.3034896850586
7,54,95.18736267089844
7,55,95.08499145507812
7,56,95.97897338867188
7,57,96.4810791015625
7,58,97.84358978271484
7,59,98.80220031738281
7,60,98.71759796142578
7,61,98.6268310546875
7,62,98.52835845947266
7,63,98.42423248291016
7,64,98.31365966796875
7,65,98.1981201171875
7,66,98.10321807861328
7,67,0.0
7,68,0.0
7,69,0.0
7,70,0.0
7,71,0.0
7,72,102.84140014648438
7,73,102.51154327392578
7,74,102.08446502685547
7,75,101.64456176757812
7,76,101.1957015991211
7,77,100.74224090576172
7,78,100.28858184814453
7,79,99.83975982666016
7,80,99.40055084228516
7,81,98.97447967529297
7,82,98.72674560546875
7,83,0.0
7,84,0.0
7,85,0.0
7,86,0.0
7,87,0.0
7,88,0.0
7,89,0.0
7,90,0.0
7,91,0.0
7,92,0.0
7,93,0.0
7,94,0.0
7,95,0.0
7,96,0.0
7,97,0.0
7,98,0.0
7,99,0.0
7,100,0.0
7,101,0.0
7,102,0.0
7,103,0.0
7,104,0.0
7,105,0.0
7,106,0.0
7,107,0.0
7,108,0.0
7,109,0.0
7,110,0.0
7,111,0.0
7,112,0.0
7,113,0.0
7,114,0.0
7,115,0.0
7,116,0.0
7,117,0.0
7,118,0.0
7,119,0.0
8,0,0.0
8,1,0.0
8,2,0.0
8,3,0.0
8,4,0.0
8,5,0.0
8,6,0.0
8,7,0.0
8,8,0.0
8,9,0.0
8,10,0.0
8,11,0.0
8,12,0.0
8,13,0.0
8,14,0.0
8,15,0.0
8,16,0.0
8,17,0.0
8,18,0.0
8,19,0.0
8,20,0.0
8,21,0.0
8,22,0.0
8,23,0.0
8,24,0.0
8,25,0.0
8,26,0.0
8,27,0.0
8,28,0.0
8,29,0.0
8,30,0.0
8,31,0.0
8,32,0.0
8,33,0.0
8,34,0.0
8,35,0.0
8,36,0.0
8,37,0.0
8,38,0.0
8,39,0.0
8,40,0.0
8,41,0.0
8,42,0.0
8,43,0.0
8,44,0.0
8,45,0.0
8,46,0.0
8,47,0.0
8,48,0.0
8,49,0.0
8,50,0.0
8,51,0.0
8,52,98.1978530883789
8,53,97.9719467163086
8,54,97.72528076171875
8,55,97.45932006835938
8,56,97.17191314697266
8,57,96.80121612548828
8,58,95.87776184082031
8,59,95.35475158691406
8,60,94.95685577392578
8,61,94.87538146972656
8,62,94.10228729248047
8,63,93.90444946289062
8,64,93.73248291015625
8,65,93.55564880371094
8,66,94.51142883300781
8,67,96.02176666259766
8,68,97.81013488769531
8,69,97.68904876708984
8,70,97.57097625732422
8,71,97.45970916748047
8,72,97.35551452636719
8,73,97.26322937011719
8,74,97.16888427734375
8,75,97.10719299316406
8,76,97.07846069335938
8,77,0.0
8,78,0.0
8,79,0.0
8,80,0.0
8,81,0.0
8,82,98.48674774169922
8,83,98.17776489257812
8,84,97.81352996826172
8,85,97.47115325927734
8,86,97.15555572509766
8,87,96.80731964111328
8,88,96.54234313964844
8,89,96.30035400390625
8,90,96.07653045654297
8,91,95.87165069580078
8,92,0.0
8,93,0.0
8,94,0.0
8,95,0.0
8,96,0.0
8,97,0.0
8,98,0.0
8,99,0.0
8,100,0.0
8,101,0.0
8,102,0.0
8,103,0.0
8,104,0.0
8,105,0.0
8,106,0.0
8,107,0.0
8,108,0.0
8,109,0.0
8,110,0.0
8,111,0.0
8,112,0.0
8,113,0.0
8,114,0.0
8,115,0.0
8,116,0.0
8,117,0.0
8,118,0.0
8,119,0.0
9,0,0.0
9,1,0.0
9,2,0.0
9,3,0.0
9,4,0.0
9,5,0.0
9,6,0.0
9,7,0.0
9,8,0.0
9,9,0.0
9,10,0.0
9,11,0.0
9,12,0.0
9,13,0.0
9,14,0.0
9,15,0.0
9,16,0.0
9,17,0.0
9,18,0.0
9,19,0.0
9,20,0.0
9,21,0.0
9,22,0.0
9,23,0.0
9,24,0.0
9,25,0.0
9,26,0.0
9,27,0.0
9,28,0.0
9,29,0.0
9,30,0.0
9,31,0.0
9,32,0.0
9,33,0.0
9,34,0.0
9,35,0.0
9,36,0.0
9,37,0.0
9,38,0.0
9,39,0.0
9,40,0.0
9,41,0.0
9,42,0.0
9,43,0.0
9,44,0.0
9,45,0.0
9,46,0.0
9,47,0.0
9,48,0.0
9,49,0.0
9,50,0.0
9,51,0.0
9,52,0.0
9,53,0.0
9,54,0.0
9,55,0.0
9,56,0.0
9,57,0.0
9,58,0.0
9,59,0.0
9,60,0.0
9,61,95.2734603881836
9,62,95.13189697265625
9,63,94.98580932617188
9,64,94.61566925048828
9,65,94.13965606689453
9,66,93.50918579101562
9,67,93.17977142333984
9,68,92.88438415527344
9,69,92.63796997070312
9,70,92.17646026611328
9,71,0.0
9,72,0.0
9,73,0.0
9,74,0.0
9,75,0.0
9,76,97.057373046875
9,77,97.03987884521484
9,78,97.03903198242188
9,79,97.05955505371094
9,80,97.10606384277344
9,81,97.19524383544922
9,82,97.29749298095703
9,83,97.4294204711914
9,84,97.58660125732422
9,85,97.7740249633789
9,86,0.0
9,87,0.0
9,88,0.0
9,89,0.0
9,90,0.0
9,91,0.0
9,92,95.64277648925781
9,93,95.46298217773438
9,94,95.2887954711914
9,95,95.11548614501953
9,96,0.0
9,97,0.0
9,98,93.77471923828125
9,99,94.01963806152344
9,100,94.2701187133789
9,101,94.57804107666016
9,102,94.78578186035156
9,103,0.0
9,104,0.0
9,105,0.0
9,106,0.0
9,107,0.0
9,108,0.0
9,109,0.0
9,110,0.0
9,111,0.0
9,112,0.0
9,113,0.0
9,114,0.0
9,115,0.0
9,116,0.0
9,117,0.0
9,118,0.0
9,119,0.0
10,0,0.0
10,1,0.0
10,2,0.0
10,3,0.0
10,4,0.0
10,5,0.0
10,6,0.0
10,7,0.0
10,8,0.0
10,9,0.0
10,10,0.0
10,11,0.0
10,12,0.0
10,13,0.0
10,14,0.0
10,15,0.0
10,16,0.0
10,17,0.0
10,18,0.0
10,19,0.0
10,20,0.0
10,21,0.0
10,22,0.0
10,23,0.0
10,24,0.0
10,25,0.0
10,26,0.0
10,27,0.0
10,28,0.0
10,29,0.0
10,30,0.0
10,31,0.0
10,32,0.0
10,33,0.0
10,34,0.0
10,35,0.0
10,36,0.0
10,37,0.0
10,38,0.0
10,39,0.0
10,40,0.0
10,41,0.0
10,42,0.0
10,43,0.0
10,44,0.0
10,45,0.0
10,46,0.0
10,47,0.0
10,48,0.0
10,49,0.0
10,50,0.0
10,51,0.0
10,52,0.0
10,53,0.0
10,54,0.0
10,55,0.0
10,56,0.0
10,57,0.0
10,58,0.0
10,59,0.0
10,60,0.0
10,61,0.0
10,62,0.0
10,63,0.0
10,64,0.0
10,65,94.33976745605469
10,66,94.09835815429688
10,67,93.68716430664062
10,68,93.175537109375
10,69,92.73306274414062
10,70,92.27267456054688
10,71,91.75292205810547
10,72,91.26680755615234
10,73,90.84880828857422
10,74,90.41734313964844
10,75,90.37554168701172
10,76,89.94319915771484
10,77,89.56800079345703
10,78,89.17870330810547
10,79,88.69828033447266
10,80,0.0
10,81,0.0
10,82,91.83295440673828
10,83,91.9595947265625
10,84,92.11507415771484
10,85,92.30409240722656
10,86,96.15001678466797
10,87,98.22895812988281
10,88,98.4961929321289
10,89,98.79051208496094
10,90,99.17543029785156
10,91,99.52056121826172
10,92,99.88800048828125
10,93,100.27366638183594
10,94,100.59453582763672
10,95,101.01002502441406
10,96,0.0
10,97,0.0
10,98,0.0
10,99,0.0
10,100,0.0
10,101,0.0
10,102,0.0
10,103,0.0
10,104,0.0
10,105,0.0
10,106,0.0
10,107,0.0
10,108,0.0
10,109,0.0
10,110,0.0
10,111,0.0
10,112,0.0
10,113,0.0
10,114,0.0
10,115,0.0
10,116,0.0
10,117,0.0
10,118,0.0
10,119,0.0
11,0,0.0
11,1,0.0
11,2,0.0
11,3,0.0
11,4,0.0
11,5,0.0
11,6,0.0
11,7,0.0
11,8,0.0
11,9,0.0
11,10,0.0
11,11,0.0
11,12,0.0
11,13,0.0
11,14,0.0
11,15,0.0
11,16,0.0
11,17,0.0
11,18,0.0
11,19,0.0
11,20,0.0
11,21,0.0
11,22,0.0
11,23,0.0
11,24,0.0
11,25,0.0
11,26,0.0
11,27,0.0
11,28,0.0
11,29,0.0
11,30,0.0
11,31,0.0
11,32,0.0
11,33,0.0
11,34,0.0
11,35,0.0
11,36,0.0
11,37,0.0
11,38,0.0
11,39,97.27271270751953
11,40,97.21868896484375
11,41,97.15070343017578
11,42,97.0691909790039
11,43,97.00064849853516
11,44,96.9325942993164
11,45,0.0
11,46,0.0
11,47,0.0
11,48,0.0
11,49,0.0
11,50,0.0
11,51,0.0
11,52,0.0
11,53,0.0
11,54,0.0
11,55,0.0
11,56,0.0
11,57,0.0
11,58,0.0
11,59,0.0
11,60,0.0
11,61,0.0
11,62,0.0
11,63,0.0
11,64,0.0
11,65,0.0
11,66,0.0
11,67,0.0
11,68,0.0
11,69,0.0
11,70,0.0
11,71,0.0
11,72,0.0
11,73,0.0
11,74,0.0
11,75,89.38990783691406
11,76,88.71682739257812
11,77,88.032958984375
11,78,87.3451156616211
11,79,86.7732925415039
11,80,87.20709228515625
11,81,86.62664794921875
11,82,86.05787658691406
11,83,85.5975112915039
11,84,86.39276123046875
11,85,85.9128189086914
11,86,88.3129653930664
11,87,89.75244903564453
11,88,93.18143463134766
11,89,93.51028442382812
11,90,93.94483184814453
11,91,94.33892059326172
11,92,94.76374816894531
11,93,95.21481323242188
11,94,95.69335174560547
11,95,96.19487762451172
11,96,101.436767578125
11,97,101.87358856201172
11,98,102.31714630126953
11,99,102.76441192626953
11,100,103.21289825439453
11,101,103.6589126586914
11,102,104.09983825683594
11,103,104.44733428955078
11,104,104.87117767333984
11,105,105.28316497802734
11,106,105.52291870117188
11,107,0.0
11,108,0.0
11,109,0.0
11,110,0.0
11,111,0.0
11,112,0.0
11,113,0.0
11,114,0.0
11,115,0.0
11,116,0.0
11,117,0.0
11,118,0.0
11,119,0.0
12,0,0.0
12,1,0.0
12,2,0.0
12,3,0.0
12,4,0.0
12,5,0.0
12,6,0.0
12,7,0.0
12,8,0.0
12,9,0.0
12,10,0.0
12,11,0.0
12,12,0.0
12,13,0.0
12,14,0.0
12,15,0.0
12,16,0.0
12,17,0.0
12,18,0.0
12,19,0.0
12,20,0.0
12,21,0.0
12,22,0.0
12,23,0.0
12,24,0.0
12,25,0.0
12,26,0.0
12,27,0.0
12,28,0.0
12,29,0.0
12,30,0.0
12,31,0.0
12,32,0.0
12,33,0.0
12,34,0.0
12,35,0.0
12,36,0.0
12,37,0.0
12,38,0.0
12,39,0.0
12,40,0.0
12,41,0.0
12,42,0.0
12,43,0.0
12,44,0.0
12,45,96.8641586303711
12,46,96.79533386230469
12,47,96.72652435302734
12,48,96.656494140625
12,49,96.57095336914062
12,50,96.49678039550781
12,51,96.41981506347656
12,52,96.33871459960938
12,53,96.25166320800781
12,54,96.15850067138672
12,55,0.0
12,56,0.0
12,57,0.0
12,58,0.0
12,59,0.0
12,60,0.0
12,61,0.0
12,62,0.0
12,63,0.0
12,64,0.0
12,65,0.0
12,66,0.0
12,67,0.0
12,68,0.0
12,69,0.0
12,70,0.0
12,71,0.0
12,72,0.0
12,73,0.0
12,74,0.0
12,75,0.0
12,76,0.0
12,77,0.0
12,78,0.0
12,79,39.270233154296875
12,80,39.87761306762695
12,81,0.0
12,82,0.0
12,83,84.102783203125
12,84,83.73048400878906
12,85,83.20890808105469
12,86,82.73811340332031
12,87,82.32289123535156
12,88,81.96577453613281
12,89,81.66980743408203
12,90,81.43611145019531
12,91,81.2666015625
12,92,0.0
12,93,0.0
12,94,0.0
12,95,96.50648498535156
12,96,96.82604217529297
12,97,97.37422943115234
12,98,87.98432159423828
12,99,80.9469985961914
12,100,80.0433349609375
12,101,99.70046997070312
12,102,100.30433654785156
12,103,100.91342163085938
12,104,101.52574920654297
12,105,102.01835632324219
12,106,105.67911529541016
12,107,105.9813461303711
12,108,106.34342956542969
12,109,106.68181610107422
12,110,106.99766540527344
12,111,107.23210906982422
12,112,107.49983215332031
12,113,107.74240112304688
12,114,107.91527557373047
12,115,108.06947326660156
12,116,108.23588562011719
12,117,0.0
12,118,0.0
12,119,0.0
13,0,0.0
13,1,0.0
13,2,0.0
13,3,0.0
13,4,0.0
13,5,0.0
13,6,0.0
13,7,0.0
13,8,0.0
13,9,0.0
13,10,0.0
13,11,0.0
13,12,0.0
13,13,0.0
13,14,0.0
13,15,0.0
13,16,0.0
13,17,0.0
13,18,0.0
13,19,0.0
13,20,0.0
13,21,0.0
13,22,0.0
13,23,0.0
13,24,0.0
13,25,0.0
13,26,0.0
13,27,0.0
13,28,0.0
13,29,0.0
13,30,0.0
13,31,0.0
13,32,0.0
13,33,0.0
13,34,0.0
13,35,0.0
13,36,0.0
13,37,0.0
13,38,0.0
13,39,0.0
13,40,0.0
13,41,0.0
13,42,0.0
13,43,0.0
13,44,0.0
13,45,0.0
13,46,0.0
13,47,0.0
13,48,0.0
13,49,0.0
